Nome2,YT ID,[Parametros]Minutagem,[Parametros]Categoria,[Métrica/Expectativa]Views,[Métrica/Realizado]Views
Hardcore cooperativo vs Viewers conseguimos zerar? (Não) ft.  @Xedoux,mVojo4JCTZQ,56:45,Challange,27,9
